FROM_SWITCH,TO_SWITCH,FEEDER_ID,FEEDERID_FULL,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH,CLUSTER_TYPE,FROM_SWITCH_N,FEEDER_ID_N,PATH,NO_OF_SEGMENT,DEDUP_KEY,AGG_MEASUREDLENGTH,COMMISSIONEDDATE_DT,SWNO,COMMISSIONEDDATE_DT_OLDEST
36407,14152,26204,VSV220_11kV_26204,RANGE HEIGHT,LINK PALACE,1S-MH-MU-ZSC-CL09-3398,1S-MH-MU-ZSC-CL09-2390,4,2024-05-18,AL,AL,XLPE,,163.1,,36407,26204,SWNO_35407 -> JT.NO.80 | JT.NO.80 -> SWNO_14152,2,14152,329.7,2024-05-18 00:00:00+00:00,14152,2024-05-18 00:00:00+00:00
36409,19290,28695,AMBVLI_11kV_28695,CINE ARTISTE,SUNIL NIWAS,1S-MH-MU-ZSC-CL05-3367,1S-MH-MU-ZSC-CL05-2764,5,2019-03-19,AL,AL,XLPE,,34.5,,36409,28695,SWNO_36409 -> JT.NO.113A | JT.NO.112 -> JT.NO.113C | JT.NO.113A -> JT.NO.112 | JT.NO.113C -> SWNO_19290,5,19290,496.1,2019-03-19 00:00:00+00:00,19290,2019-03-19 00:00:00+00:00
3641,CAPBANK,3641,OMKAR_11kV_03641,OMKAR RECEIVING STATION,OMKAR RECEIVING STATION,1S-MH-MU-ZCT-RSTN-OMKA,1S-MH-MU-ZCT-RSTN-OMKA,1,1999-01-01,AL,AL,XLPE,,100.0,,3641,3641,OMKAR RECEIVING STATION TO PT (20 MVA NO.1) | OMKAR RECEIVING STATION TO PT (20 MVA NO.2) | SWITCHING DEVICE TO CAP BANK (5.5 MVAR) | SWITCHING DEVICE TO DT,5,3641|CAPBANK,228.0,2017-06-18 00:00:00+00:00,CAPBANK,1999-01-01 00:00:00+00:00
36418,19473,30463,SCRUZ_11kV_30463,MARYANNE HEIGHT,SUBWAY (KHAR),1S-MH-MU-ZST-CL06-0993,1S-MH-MU-ZST-CL06-0516,3.2,,AL,AL,PILC,,29.74816236,,36418,30463,SWNO_19472 -> JT.NO.43C | JT.NO.43C -> JT.NO.43E | JT.NO.43E -> SWNO_36418,3,19473,309.34816236,,19473,
36422,11161,34371,TLKNGR _11kV_34371,TILAK NGR SCLR,KRANTI NGR3,1S-MH-MU-ZET-CL09-9590,1S-MH-MU-ZET-CL09-8457,6,,AL,AL,XLPE,,205.0,,36422,34371,SWNO_36422 -> JT.NO.13 | JT.NO.13 -> JT.NO.13A | JT.NO.13A -> JT.NO.13B | JT.NO.13B -> SWNO_11161,4,11161,205.0,,11161,
36425,38240,31988,TLKNGR _11kV_31988,TILAK NGR DAKSHATA,TILAK NGR SAINATH,1S-MH-MU-ZET-CL09-9580,1S-MH-MU-ZET-CL09-9652,2,2007-09-07,AL,AL,PILC,,41.38766912,,36425,31988,JT.NO.9D | JT.NO.9D -> SWNO_38240 | SWNO_36425 -> JT.NO.9D,3,38240,41.38766912,2007-09-07 00:00:00+00:00,38240,2007-09-07 00:00:00+00:00
36433,280,39022,JBNGR_11KV_39022,SAHAR BUSINESS CENTRE,GODFREY PHILIPS,1S-MH-MU-ZSC-CL04-3375,1S-MH-MU-ZSC-CL04-2242,2,2010-12-24,AL,AL,XLPE,,69.2,,36433,39022,SWNO_36433 | JT.NO.28 -> JT.NO.29L | JT.NO.29H -> JT.NO.29P | JT.NO.29K -> JT.NO.29H | JT.NO.29L -> JT.NO.29K | JT.NO.29P -> SWNO_00280,6,280,291.0,2010-12-24 00:00:00+00:00,280,2010-12-24 00:00:00+00:00
36434,2305,31869,SCRUZ_11kV_31869,BUSINESS SUIT 9,SANTACRUZ SOUTH NO.2,1S-MH-MU-ZST-CL03-1017,1S-MH-MU-ZST-CL03-0461,6,2014-04-22,AL,AL,XLPE,,71.6,,36434,31869,JT.NO.1 -> JT.NO.26 | SWNO_36434 -> JT.NO.1 | JT.NO.26 -> JT.NO.27 | JT.NO.27 -> JT.NO.27D | JT.NO.27D -> SWNO_02305,5,2305,270.5,2014-04-22 00:00:00+00:00,2305,2014-04-22 00:00:00+00:00
36441,26413,26386,HIRANA_11kV_26386,HARIYALI SIENA,TAGORE NGR. REC-STN,1S-MH-MU-ZET-CL07-9579,1S-MH-MU-ZET-RSTN-TAGO,4.2,2009-11-04,AL,AL,XLPE,,120.30648937,,36441,26386,JT.NO.3B -> JT.NO.3C | SWNO_26413 -> JT.NO.3 | JT.NO.3 -> JT.NO.3A | JT.NO.3A -> JT.NO.3B | JT.NO.3C -> SWNO_36441,5,26413,921.43439758,2009-11-04 00:00:00+00:00,26413,2009-11-04 00:00:00+00:00
36445,26046,4433,ANDHRI_11kV_04433,KUMKUM,SONY MONY,1S-MH-MU-ZSC-CL07-3391,1S-MH-MU-ZST-CL04-0668,2,2017-04-27,AL,AL,XLPE,,79.3,,36445,4433,SWNO_36445 -> JT.NO.2 | JT.NO.1E -> JT.NO.1F | JT.NO.1F -> JT.NO.1K | JT.NO.1K -> JT.NO.1M | JT.NO.1M -> SWNO_26046 | JT.NO.2 -> JT.NO.3A | JT.NO.2A -> JT.NO.2B | JT.NO.2B -> JT.NO.1E | JT.NO.3A -> JT.NO.3B | JT.NO.3B -> JT.NO.2A,10,26046,1157.7,2017-04-27 00:00:00+00:00,26046,2017-04-27 00:00:00+00:00
36446,43932,30659,VIKHR _11kV_30659,KARANI LANE,DEEPTI SOLITAIR,1S-MH-MU-ZET-CL04-9755,1S-MH-MU-ZET-CL04-9524,3.2,2022-02-10,AL,AL,XLPE,,56.08211585,,36446,30659,SWNO_43932 -> JT.NO.01,1,43932,56.08211585,2022-02-10 00:00:00+00:00,43932,2022-02-10 00:00:00+00:00
36447,6177,28692,AMBVLI_11kV_28692,JAWAHAR BAN,VERSOVA ROAD NO.1,1S-MH-MU-ZSC-CL06-3346,1S-MH-MU-ZSC-CL06-2826,4,,AL,AL,XLPE,,19.5,,36447,28692,SWNO_36447 -> JT.NO.9 | JT.NO.10 -> JT.NO.10A | JT.NO.10A -> JT.NO.10B | JT.NO.10B -> SWNO_06177 | JT.NO.9 -> JT.NO.10,5,6177,546.4,,6177,
36457,42719,30961,KALANR_11kV_30961,MOUNT LITERA SCHOOL,I C I C I OFFICE,1S-MH-MU-ZST-CL05-1141,1S-MH-MU-ZST-CL05-0201,2,1997-12-22,AL,AL,PILC,,72.9,,36457,30961,JT.NO.6 -> JT.NO.6N | JT.NO.6N -> SWNO_36457 | SWNO_42719 -> JT.NO.6,3,42719,423.58563671,1997-12-22 00:00:00+00:00,42719,1997-12-22 00:00:00+00:00
36458,HTCONSUMER,30961,KALANR_11kV_30961,MOUNT LITERA SCHOOL,,1S-MH-MU-ZST-CL05-1141,,1.1,1999-10-28,AL,AL,XLPE,,10.0,,36458,30961,SWITCHING DEVICE TO HTC,1,36458|HTCONSUMER,10.0,,HTCONSUMER,1999-10-28 00:00:00+00:00
36467,19433,36707,GKLDHM_11kV_36707,ORCHID WOODS NO.2,LAKSHACHANDI APTS,1S-MH-MU-ZCT-CL08-5453,1S-MH-MU-ZCT-CL08-4853,1.1,2005-01-24,AL,AL,XLPE,,50.7,,36467,36707,SWNO_36467 -> JT.NO.125 | JT.NO.125 -> JT.NO.125A | JT.NO.125A -> JT.NO.125B | JT.NO.125B -> JT.NO.125C | JT.NO.125C -> SWNO_19433,5,19433,167.4,2005-01-24 00:00:00+00:00,19433,2005-01-24 00:00:00+00:00
36470,12197,36707,GKLDHM_11kV_36707,ORCHID WOODS NO.2,MINAKSHI TOWER,1S-MH-MU-ZCT-CL08-5453,1S-MH-MU-ZCT-CL08-4488,2,2014-03-29,AL,AL,XLPE,,48.7,,36470,36707,SWNO_36470 -> JT.NO.63 | JT.NO.63 -> JT.NO.63A | JT.NO.63A -> JT.NO.63B | JT.NO.63B -> JT.NO.63C | JT.NO.63C -> SWNO_12197,5,12197,302.3,2014-03-29 00:00:00+00:00,12197,2014-03-29 00:00:00+00:00
36473,HTCONSUMER,18102,MMRDA_11kV_18102,RELIANCE IND C-64 ON SITE (T),,1S-MH-MU-ZST-CL05-1142,,2,1999-10-28,AL,AL,XLPE,,8.86437407,,36473,18102,SWITCHING DEVICE TO DT,2,36473|HTCONSUMER,17.49951231,,HTCONSUMER,1999-10-28 00:00:00+00:00
36474,HTCONSUMER,18102,MMRDA_11kV_18102,RELIANCE IND C-64 ON SITE (T),,1S-MH-MU-ZST-CL05-1142,,1.1,1999-10-28,AL,AL,XLPE,,8.86437407,,36474,18102,SWITCHING DEVICE TO DT,2,36474|HTCONSUMER,17.49951231,,HTCONSUMER,1999-10-28 00:00:00+00:00
36475,9177,39638,NESCO_11KV_39638,MAJAS NORTH,SATYAM INDUSTRIAL EST NO.2,1S-MH-MU-ZSC-CL03-2438,1S-MH-MU-ZSC-CL03-2709,7.1,,AL,AL,XLPE,,135.4,,36475,39638,SWNO_36475 -> JT.NO.27C | JT.NO.27 -> JT.NO.27A | JT.NO.27A -> SWNO_09177 | JT.NO.27C -> JT.NO.27,4,9177,195.0,,9177,
36478,13098,39638,NESCO_11KV_39638,MAJAS NORTH,MAJAS NO.3,1S-MH-MU-ZSC-CL03-2438,1S-MH-MU-ZSC-CL03-2441,8,2014-06-04,AL,AL,XLPE,,142.2,,36478,39638,SWNO_36478 -> SWNO_13099,1,13098,142.2,2014-06-04 00:00:00+00:00,13098,2014-06-04 00:00:00+00:00
36479,16376,29201,ACRO_11KV_29201,CHEETA CAMP 5,CHEETA CAMP 4,1S-MH-MU-ZET-CL11-8141,1S-MH-MU-ZET-CL11-8140,3.1,2024-05-06,AL,AL,XLPE,,550.0,,36479,29201,SWNO_36479 -> SWNO_16376,1,16376,550.0,2024-05-06 00:00:00+00:00,16376,2024-05-06 00:00:00+00:00
3648,STNXMER,3648,OMKAR_11kV_03641,OMKAR RECEIVING STATION,OMKAR RECEIVING STATION,1S-MH-MU-ZCT-RSTN-OMKA,1S-MH-MU-ZCT-RSTN-OMKA,1,1999-01-01,AL,AL,XLPE,,100.0,,3648,3648,OMKAR RECEIVING STATION TO PT (20 MVA NO.1) | OMKAR RECEIVING STATION TO PT (20 MVA NO.2) | SWITCHING DEVICE TO CAP BANK (5.5 MVAR) | SWITCHING DEVICE TO DT,5,3648|STNXMER,228.0,2017-06-18 00:00:00+00:00,STNXMER,1999-01-01 00:00:00+00:00
36480,10628,16781,KANDI_11kV_16781,ADUKIYA ROAD LA CITADEL,SHREEJI DARSHAN,1S-MH-MU-ZCT-CL04-5418,1S-MH-MU-ZCT-CL04-4700,4,2021-03-24,AL,AL,XLPE,,263.5,,36480,16781,SWNO_36480 -> SWNO_10628,1,10628,263.5,2021-03-24 00:00:00+00:00,10628,2021-03-24 00:00:00+00:00
36486,6611,29568,MALAD_11kV_29568,BHADRAN NAGAR KRISHNA,BHADRAN NAGAR,1S-MH-MU-ZCT-CL03-5338,1S-MH-MU-ZCT-CL03-4104,2,2022-01-14,AL,AL,XLPE,,85.5,,36486,29568,SWNO_36486 -> SWNO_06611,1,6611,85.5,2022-01-14 00:00:00+00:00,6611,2022-01-14 00:00:00+00:00
36489,14056,14424,POISAR_11kV_14424,AURIGAE RESIDENCY,GOKUL COMPLEX NO.1,1S-MH-MU-ZCT-CL10-5382,1S-MH-MU-ZCT-CL10-4250,5,2014-05-03,AL,AL,XLPE,,129.1,,36489,14424,SWNO_36489 -> JT.NO.30 | JT.NO.30 -> SWNO_14056,2,14056,146.79999999999998,2014-05-03 00:00:00+00:00,14056,2014-05-03 00:00:00+00:00
3649,CAPBANK,3649,OMKAR_11kV_03641,OMKAR RECEIVING STATION,OMKAR RECEIVING STATION,1S-MH-MU-ZCT-RSTN-OMKA,1S-MH-MU-ZCT-RSTN-OMKA,1,1999-01-01,AL,AL,XLPE,,100.0,,3649,3649,OMKAR RECEIVING STATION TO PT (20 MVA NO.1) | OMKAR RECEIVING STATION TO PT (20 MVA NO.2) | SWITCHING DEVICE TO CAP BANK (5.5 MVAR) | SWITCHING DEVICE TO DT,5,3649|CAPBANK,228.0,2017-06-18 00:00:00+00:00,CAPBANK,1999-01-01 00:00:00+00:00
36496,40059,35569,HULL_11KV_35569,BHAGAT VILLA,RADHA SADAN,1S-MH-MU-ZSC-CL03-3314,1S-MH-MU-ZSC-CL03-3504,15,,AL,AL,XLPE,,45.3,,36496,35569,SWNO_36496 -> JT.NO.13 | JT.NO.13 -> JT.NO.13A | JT.NO.13A -> SWNO_40059,3,40059,269.4,,40059,
36499,30808,34311,HINGWALA_11kV_34311,GHATKOPAR TANISHQ,HARBHANJI LANE,1S-MH-MU-ZET-CL06-9591,1S-MH-MU-ZET-CL06-9202,3,2008-10-11,AL,AL,XLPE,,65.4,,36499,34311,SWNO_36499 -> JT.NO.9 | JT.NO.9 -> SWNO_30808,2,30808,178.55136812,2008-10-11 00:00:00+00:00,30808,2008-10-11 00:00:00+00:00
36501,14516,34311,HINGWALA_11kV_34311,GHATKOPAR TANISHQ,ANANDJI LANE,1S-MH-MU-ZET-CL06-9591,1S-MH-MU-ZET-CL06-8027,2.1,2024-11-07,AL,AL,XLPE,,28.13820317,,36501,34311,JT.NO.8G -> JT.NO.8F,2,14516,42.7358361,2024-11-07 00:00:00+00:00,14516,2024-11-07 00:00:00+00:00
36503,9172,39154,MHADASAH_11KV_39154,CHEMBUR NAVMITRA,THAKKARBAPA CLY.2,1S-MH-MU-ZET-CL08-9477,1S-MH-MU-ZET-CL01-8861,5,2019-11-20,AL,AL,XLPE,,28.2,,36503,39154,SWNO_36503 -> JT.NO.4E | JT.NO.04A -> JT.NO.4B | JT.NO.04B -> JT.NO.04C | JT.NO.04C -> JT.NO.04D | JT.NO.04D -> JT.NO.04E | JT.NO.04E -> JT.NO.04F | JT.NO.04F -> JT.NO.04G | JT.NO.04G -> SWNO_09172,8,9172,632.51428741,2019-11-20 00:00:00+00:00,9172,2019-11-20 00:00:00+00:00
36508,43552,28486,JUHU_11kV_28486,MALA PALACE,BAPUBAI VASHI ROAD,1S-MH-MU-ZST-CL04-1138,1S-MH-MU-ZST-CL04-0077,5,2007-08-13,AL,AL,XLPE,,100.6,,36508,28486,SWNO_36508 -> JT.NO.70F | JT.NO.70F -> SWNO_43552,2,43552,616.9,2007-08-13 00:00:00+00:00,43552,2007-08-13 00:00:00+00:00
36509,14260,11914,CHAKALA_11kV_11914,JET PRIME,TRADE AVENU,1S-MH-MU-ZSC-CL02-3414,1S-MH-MU-ZSC-CL02-2770,9,,AL,AL,XLPE,,85.9,,36509,11914,SWNO_36509 -> JT.NO.25 | JT.NO.25 -> SWNO_14260,2,14260,135.3,,14260,
36519,28599,31984,TLKNGR _11kV_31984,TILAK NGR SARGAM,H P EMPLOYEES CHS,1S-MH-MU-ZET-CL09-9601,1S-MH-MU-ZET-CL09-9085,2,2024-01-21,AL,AL,XLPE,,270.0,,36519,31984,SWNO_36519 -> JT.NO.01 | JT.NO.01 -> SWNO_28599,2,28599,315.79169809,2024-01-21 00:00:00+00:00,28599,2024-01-21 00:00:00+00:00
36524,41258,40016,BHAVANS_11KV_40016,DEEP CHS,PEARL RESIDENCY,1S-MH-MU-ZSC-CL07-3402,1S-MH-MU-ZSC-CL09-3618,3,2021-03-11,AL,AL,XLPE,,101.0,,36524,40016,SWNO_41259 -> JT.NO.2 | JT.NO.2 -> JT.NO.2A | JT.NO.2A -> JT.NO.4A | JT.NO.3 -> SWNO_36524 | JT.NO.4A -> JT.NO.3,5,41258,315.59999999999997,2021-03-11 00:00:00+00:00,41258,2021-03-11 00:00:00+00:00
36545,40202,38237,SADG_11kV_38237,EDEN PARK COMPLEX,KASTURI HEIGHTS,1S-MH-MU-ZNT-CL11-7513,1S-MH-MU-ZNT-CL11-7895,7,2010-05-14,AL,AL,XLPE,,2.4,,36545,38237,SWNO_36545 -> JT.NO.57 | JT.NO.57 -> JT.NO.57D | JT.NO.57A -> SWNO_40202 | JT.NO.57B -> JT.NO.57C | JT.NO.57C -> JT.NO.57A | JT.NO.57D -> JT.NO.57B,6,40202,371.8,2010-05-14 00:00:00+00:00,40202,2010-05-14 00:00:00+00:00
36548,14615,38221,RAVI_11kV_38221,POONAM ESTATE NO 4,MIRA HOUSING NO 2,1S-MH-MU-ZNT-CL10-7673,1S-MH-MU-ZNT-CL10-6446,2,,AL,AL,XLPE,,112.7,,36548,38221,SWNO_36548 -> JT.NO.38B | JT.NO.38B -> SWNO_14615,2,14615,313.3,,14615,
36551,36462,3621,GODREJBKC_11kV_03621,ENAM FINANCIAL,RELIANCE IND. RG-1A,1S-MH-MU-ZST-CL05-1100,1S-MH-MU-ZST-CL05-1140,1,2014-08-07,AL,AL,XLPE,,537.9,,36551,3621,SWNO_36551 -> JT.NO.1 | JT.NO.1 -> SWNO_36462,2,36462,876.2,2014-08-07 00:00:00+00:00,36462,2014-08-07 00:00:00+00:00
36561,39232,39154,MHADASAH_11KV_39154,PARIJAT SOC,YASHOMATI KANISHKA,1S-MH-MU-ZET-CL01-9528,1S-MH-MU-ZET-CL01-9572,2,,AL,AL,XLPE,,71.1,,36561,39154,SWNO_36561 -> JT.NO.1 | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> SWNO_39232,3,39232,294.05635413,,39232,
36573,39993,1332,BORIVLI_11kV_01332,GUNDECHA SOLITARE,GUNDECHA TRILLIUM NO 3,1S-MH-MU-ZNT-CL01-7676,1S-MH-MU-ZNT-CL01-7882,3,2017-12-09,AL,AL,XLPE,,39.6,,36573,1332,SWNO_36573 -> JT.NO.13 | JT.NO.13 -> SWNO_39993,2,39993,332.6,2017-12-09 00:00:00+00:00,39993,2017-12-09 00:00:00+00:00
36576,35391,1305,BORIVLI_11kV_01305,DATTAPADA WEST,NATAKWALA LANE,1S-MH-MU-ZNT-CL01-6141,1S-MH-MU-ZNT-CL07-7514,3,2017-12-12,AL,AL,XLPE,,136.6,,36576,1305,SWNO_36576 -> JT.NO.2 | JT.NO.2 -> JT.NO.2B | JT.NO.2B -> JT.NO.2C | JT.NO.2C -> JT.NO.2D | JT.NO.2D -> SWNO_35391,5,35391,468.9,2017-12-12 00:00:00+00:00,35391,2017-12-12 00:00:00+00:00
36579,19588,18106,MMRDA_11kV_18106,BANK OF BARODA,B.K. COMPLEX NO.3,1S-MH-MU-ZST-CL05-0076,1S-MH-MU-ZST-CL05-0605,3,,AL,AL,PILC,,23.8,,36579,18106,SWNO_36579 -> JT.NO.21 | JT.NO.21 -> JT.NO.21A | JT.NO.21A -> SWNO_19588,3,19588,143.1,,19588,
36580,29546,29324,CHUNA_11kV_29324,BHAKTI PARK 3,COSMIC HIGHTS,1S-MH-MU-ZET-CL10-9032,1S-MH-MU-ZET-CL10-9146,5,2007-07-27,AL,AL,XLPE,,83.2,,36580,29324,JT.NO.1C -> JT.NO.1D | JT.NO.1D -> SWNO_36580,2,29546,148.3,2007-07-27 00:00:00+00:00,29546,2007-07-27 00:00:00+00:00
36585,42624,41756,VAZIRA_11kV_41756,SPHURTI CHS,SUVARNA CHARITABLE TRUST,1S-MH-MU-ZNT-CL07-7602,1S-MH-MU-ZNT-CL07-7997,5,2023-01-09,AL,AL,XLPE,,71.4,,36585,41756,SWNO_36585 -> JT.NO.44C | JT.NO.44B -> SWNO_42624 | JT.NO.44C -> JT.NO.44B,3,42624,222.5,2023-01-09 00:00:00+00:00,42624,2023-01-09 00:00:00+00:00
36588,16214,34135,SAMBHNGR_11kV_34135,NAMJOSHI,VAIKUNTH PARK,1S-MH-MU-ZSC-CL04-3420,1S-MH-MU-ZSC-CL04-2802,4,,AL,AL,XLPE,,65.5,,36588,34135,SWNO_36588 -> JT.NO.19 | JT.NO.19 -> SWNO_16214,2,16214,155.7,,16214,
36590,30417,26106,MIRA_11kV_26106,SNEHAL NAGARI,NILKAMAL APPARTMENT,1S-MH-MU-ZNT-CL04-7146,1S-MH-MU-ZNT-CL04-7134,3,2008-09-29,AL,AL,PILC,,290.0,,36590,26106,SWNO_36590 -> JT.NO.1B | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> SWNO_30417 | JT.NO.1B -> JT.NO.1C | JT.NO.1C -> JT.NO.1,5,30417,613.44277263,2008-09-29 00:00:00+00:00,30417,2008-09-29 00:00:00+00:00
36593,37862,28226,CAMA_11kV_28226,GOREGAON EAST NO.3,ACCORD CLASSIC,1S-MH-MU-ZCT-CL07-4271,1S-MH-MU-ZCT-CL07-5522,8,2016-03-23,AL,AL,XLPE,,45.5,,36593,28226,SWNO_36593 -> SWNO_37862,1,37862,45.5,2016-03-23 00:00:00+00:00,37862,2016-03-23 00:00:00+00:00
36595,41371,32527,NIRLON_11kV_32527,GOREGAON EAST NO.3,NAIKWADI RONIT,1S-MH-MU-ZCT-CL07-4271,1S-MH-MU-ZCT-CL08-5619,5,2014-08-22,AL,AL,XLPE,,123.4,,36595,32527,SWNO_36595 -> JT.NO.97 | JT.NO.97 -> JT.NO.97A | JT.NO.97A -> JT.NO.97B | JT.NO.97B -> JT.NO.97C | JT.NO.97C -> JT.NO.97D | JT.NO.97D -> JT.NO.97E | JT.NO.97E -> SWNO_41371,7,41371,473.5,2014-08-22 00:00:00+00:00,41371,2014-08-22 00:00:00+00:00
36596,37154,32527,NIRLON_11kV_32527,GOREGAON EAST NO.3,ARIHANT APARTMENT,1S-MH-MU-ZCT-CL07-4271,1S-MH-MU-ZCT-CL07-4069,4.1,2014-08-22,AL,AL,XLPE,POTHEAD,150.0,,36596,32527,GOREGAON EAST NO. 3 TO ARIHANT APARTMENT (300MM² DEAD CABLE PLACE ON 03/06/2016) | SWNO_36596 -> JT.NO.109 | JT.NO.109 -> SWNO_37154,3,37154,382.2,2014-08-22 00:00:00+00:00,37154,2014-08-22 00:00:00+00:00
36602,6074,30882,TIMES_11kV_30882,AKURLI ROAD NO.1,E S I S HOSPITAL (KANDIVLI),1S-MH-MU-ZCT-CL10-4049,1S-MH-MU-ZCT-CL10-4214,4.1,2021-03-01,AL,AL,XLPE,,37.5,,36602,30882,SWNO_06074 -> JT.NO.9 | JT.NO.9 -> JT.NO.9A | JT.NO.9A -> JT.NO.9B | JT.NO.9B -> SWNO_36602,4,6074,242.7,2021-03-01 00:00:00+00:00,6074,2021-03-01 00:00:00+00:00
36604,39822,30882,TIMES_11kV_30882,AKURLI ROAD NO.1,ASHOK NAGAR FALGUNI,1S-MH-MU-ZCT-CL10-4049,1S-MH-MU-ZCT-CL10-5415,5,2007-04-09,AL,AL,XLPE,,120.2,,36604,30882,SWNO_29150 -> JT.NO.135 | JT.NO.135 -> JT.NO.135A | JT.NO.135A -> JT.NO.135B | JT.NO.135B -> SWNO_39822,4,39822,349.5,2007-04-09 00:00:00+00:00,39822,2007-04-09 00:00:00+00:00
36608,34176,38222,SADG_11kV_38222,GOLDEN NEST PHASE 15,GOLDEN NEST NO 4,1S-MH-MU-ZNT-CL11-7342,1S-MH-MU-ZNT-CL11-7392,8,2007-09-03,AL,AL,XLPE,,35.2,,36608,38222,SWNO_36608 -> JT.NO.1M | JT.NO.1M -> SWNO_29597,2,34176,111.2,2007-09-03 00:00:00+00:00,34176,2007-09-03 00:00:00+00:00
36617,35679,34561,SWAN_11kV_34561,KANAKIA ZILLION,MASOOD EST,1S-MH-MU-ZET-CL02-9600,1S-MH-MU-ZET-CL02-8542,3,2023-02-09,AL,AL,XLPE,,330.0,,36617,34561,SWNO_36617 -> SWNO_35679,1,35679,330.0,2023-02-09 00:00:00+00:00,35679,2023-02-09 00:00:00+00:00
36621,17866,25321,BHAYW_11kV_25321,SHREERAM SAHARA,MANDLI TANK,1S-MH-MU-ZNT-CL03-7045,1S-MH-MU-ZNT-CL03-6407,5,2008-02-15,AL,AL,XLPE,,47.8,,36621,25321,SWNO_36621 -> JT.NO.1E | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> JT.NO.1B | JT.NO.1B -> JT.NO.1C | JT.NO.1C -> JT.NO.1D | JT.NO.1D -> JT.NO.1F | JT.NO.1E -> JT.NO.1 | JT.NO.1F -> JT.NO.1G | JT.NO.1G -> SWNO_17866,9,17866,758.4,2008-02-15 00:00:00+00:00,17866,2008-02-15 00:00:00+00:00
36624,10901,41717,GHOD_11KV_41717,CENTURY PARK,SHARAYU COMPLEX,1S-MH-MU-ZNT-CL10-7240,1S-MH-MU-ZNT-CL10-6680,7,2009-02-28,AL,AL,XLPE,,82.6,,36624,41717,SWNO_36624 -> SWNO_10901,1,10901,82.6,2009-02-28 00:00:00+00:00,10901,2009-02-28 00:00:00+00:00
36628,30438,35367,KALINA_11kV_35367,MANI PADA NO. 4,MANI PADA NO.3,1S-MH-MU-ZST-CL07-1112,1S-MH-MU-ZST-CL07-0783,9.2,2007-07-28,AL,AL,XLPE,,71.1,,36628,35367,SWNO_30436 -> JT.NO.1B | JT.NO.1B -> SWNO_36628,2,30438,741.5999999999999,,30438,2007-07-28 00:00:00+00:00
36631,39108,15455,24THRD_11kV_15455,N-SQUARE,SHRICHAND BAJAJ,1S-MH-MU-ZST-CL02-1158,1S-MH-MU-ZST-CL02-0490,4,2014-09-04,AL,AL,XLPE,,33.92820174,,36631,15455,SWNO_36631 -> JT.NO.64 | JT.NO.62 -> JT.NO.62A | JT.NO.62A -> JT.NO.62B | JT.NO.62B -> JT.NO.62C | JT.NO.62C -> JT.NO.62D | JT.NO.62D -> SWNO_02070 | JT.NO.63 -> JT.NO.62 | JT.NO.64 -> JT.NO.63,8,39108,390.52820174,2014-09-04 00:00:00+00:00,39108,2014-09-04 00:00:00+00:00
36640,25666,41900,BANDRA_11kV_41900,MATRU SMRUTI,PATKAR BLOCK,1S-MH-MU-ZST-CL01-1081,1S-MH-MU-ZST-CL01-0658,2.2,2014-03-21,AL,AL,XLPE,,111.2,,36640,41900,SWNO_36640 -> JT.NO.26C | JT.NO.26 -> SWNO_25666 | JT.NO.26C -> JT.NO.26D | JT.NO.26D -> JT.NO.26B | JT.NO.27 -> SWNO_25666,5,25666,258.27010351,2014-03-21 00:00:00+00:00,25666,2014-03-21 00:00:00+00:00
36645,18769,28223,CAMA_11kV_28223,I B PATEL HQ 460,ACME IND.PARK NO.1,1S-MH-MU-ZCT-CL07-5444,1S-MH-MU-ZCT-CL07-4022,8,2014-05-14,AL,AL,XLPE,,79.3,,36645,28223,SWNO_36645 -> JT.NO.110 | JT.NO.110 -> JT.NO.110A | JT.NO.110A -> JT.NO.110B | JT.NO.110B -> JT.NO.110C | JT.NO.110C -> JT.NO.110D | JT.NO.110D -> JT.NO.110E | JT.NO.110E -> JT.NO.110F | JT.NO.110F -> JT.NO.110G | JT.NO.110G -> SWNO_18769,9,18769,307.4,2014-05-14 00:00:00+00:00,18769,2014-05-14 00:00:00+00:00
36650,30749,41906,BANDRA_11kV_41906,POOJA CASSA NO. 2,BANDRA CENTRE POINT,1S-MH-MU-ZST-CL02-1124,1S-MH-MU-ZST-CL01-0791,4,2008-04-14,AL,AL,XLPE,,28.1,,36650,41906,SWNO_36650 -> JT.NO.30B | JT.NO.30 -> SWNO_30750 | JT.NO.30B -> JT.NO.30,3,30749,237.6,2008-04-14 00:00:00+00:00,30749,2008-04-14 00:00:00+00:00
36668,42516,18829,CHDNGR_11kV_18829,KUTCHHI SARVODAYA,NARAYAN GURU,1S-MH-MU-ZET-CL08-9588,1S-MH-MU-ZET-CL08-8572,1.2,2022-12-18,AL,AL,XLPE,,1005.0,,36668,18829,SWNO_36668 -> SWNO_42516_,1,42516,1005.0,2022-12-18 00:00:00+00:00,42516,2022-12-18 00:00:00+00:00
